"ndc","rxcui","atc4","atc4_name"
"12280030715",615172,"N05AX","Other antipsychotics"
"12280031030",905222,"C02DB","Hydrazinophthalazine derivatives"
"12280031230",855312,"B01AA","Vitamin K antagonists"
"12280032815",540281,"C10AB","Fibrates"
"12280034030",639543,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280035130",859753,"C10AA","HMG CoA reductase inhibitors"
"12280036530",352118,"G04CB","Testosterone-5-alpha reductase inhibitors"
"12280036715",997224,"N06DA","Anticholinesterases"
"12280036805",213262,NA,NA
"12280036930",153667,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280037030",823934,"C03AA","Thiazides, plain"
"12280037030",823934,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280037130",823938,"C03AA","Thiazides, plain"
"12280037130",823938,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280037213",836368,"R01AX","Other nasal preparations"
"12280037213",836368,"R03BB","Anticholinergics"
"12280037405",402090,"J01MA","Fluoroquinolones"
"12280037405",402090,"S01AE","Fluoroquinolones"
"12280037530",352200,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280037890",352001,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280037990",809026,"C03AA","Thiazides, plain"
"12280037990",809026,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280038030",979470,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280038030",979470,"C03AA","Thiazides, plain"
"12280038160",996574,"N06DX","Other anti-dementia drugs"
"12280038230",749833,"C03AA","Thiazides, plain"
"12280038230",749833,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"12280038415",104784,"N05AX","Other antipsychotics"
"12280038530",1245430,"C10AX","Other lipid modifying agents"
"12280038530",1245430,"C10AA","HMG CoA reductase inhibitors"
"12280038530",1245430,"C10BA","Combinations of various lipid modifying agents"
"12280038630",1245420,"C10AX","Other lipid modifying agents"
"12280038630",1245420,"C10AA","HMG CoA reductase inhibitors"
"12280038630",1245420,"C10BA","Combinations of various lipid modifying agents"
"12280038700",213220,"A10BX","Other blood glucose lowering drugs, excl. insulins"
"12280038800",284530,"A10BX","Other blood glucose lowering drugs, excl. insulins"
"12280038960",226665,"N06DA","Anticholinesterases"
"12280039110",1923433,"C07AA","Beta blocking agents, non-selective"
"12280039110",1923433,"S01ED","Beta blocking agents"
"12280039110",1923433,"S01EC","Carbonic anhydrase inhibitors"
"12280039205",285128,"S01EE","Prostaglandin analogues"
"12280039306",860805,"R01AC","Antiallergic agents, excl. corticosteroids"
"12280039306",860805,"R06AX","Other antihistamines for systemic use"
"12280039306",860805,"S01GX","Other antiallergics"
"12280039417",1797870,"D07AC","Corticosteroids, potent (group III)"
"12280039417",1797870,"D07XC","Corticosteroids, potent, other combinations"
"12280039417",1797870,"R01AD","Corticosteroids"
"12280039417",1797870,"R03BA","Glucocorticoids"
"12280039630",616485,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"12280039730",750199,"C08CA","Dihydropyridine derivatives"
"12280039730",750199,"C10BX","Lipid modifying agents in combination with other drugs"
"12280039730",750199,"C10AA","HMG CoA reductase inhibitors"
"12280039830",750203,"C08CA","Dihydropyridine derivatives"
"12280039830",750203,"C10BX","Lipid modifying agents in combination with other drugs"
"12280039830",750203,"C10AA","HMG CoA reductase inhibitors"
"12280039930",750227,"C08CA","Dihydropyridine derivatives"
"12280039930",750227,"C10BX","Lipid modifying agents in combination with other drugs"
"12280039930",750227,"C10AA","HMG CoA reductase inhibitors"
"12280040030",1011738,"C09XA","Renin-inhibitors"
"12280040130",665036,"A10BH","Dipeptidyl peptidase 4 (DPP-4) inhibitors"
"12280040230",1490067,"G03XC","Selective estrogen receptor modulators"
"12280040330",860512,"C07AG","Alpha and beta blocking agents"
"12280040430",860518,"C07AG","Alpha and beta blocking agents"
"12280040530",860524,"C07AG","Alpha and beta blocking agents"
"12280040630",860534,"C07AG","Alpha and beta blocking agents"
"12280040705",285032,"S01EE","Prostaglandin analogues"
"12280040803",404473,"J01MA","Fluoroquinolones"
"12280040803",404473,"S01AE","Fluoroquinolones"
"12280040915",746466,NA,NA
"12280041013",895996,"D07AC","Corticosteroids, potent (group III)"
"12280041013",895996,"R01AD","Corticosteroids"
"12280041013",895996,"R03BA","Glucocorticoids"
"12280041203",904934,"M05BA","Bisphosphonates"
"12280045610",860096,"M01AB","Acetic acid derivatives and related substances"
"12280045610",860096,"S01BC","Antiinflammatory agents, non-steroids"
"12280046501",NA,NA,NA
"12280047802",NA,NA,NA
"12280049100",1191310,"C05AA","Corticosteroids"
"12280049100",1191310,"D07AC","Corticosteroids, potent (group III)"
"12280049100",1191310,"S01BA","Corticosteroids, plain"
"12280049100",1191310,"S02BA","Corticosteroids"
"12280056001",1085741,"A01AC","Corticosteroids for local oral treatment"
"12280056001",1085741,"C05AA","Corticosteroids"
"12280056001",1085741,"D07AB","Corticosteroids, moderately potent (group II)"
"12280056001",1085741,"D07XB","Corticosteroids, moderately potent, other combinations"
"12280056001",1085741,"H02AB","Glucocorticoids"
"12280056001",1085741,"R01AD","Corticosteroids"
"12280056001",1085741,"R03BA","Glucocorticoids"
"12280056001",1085741,"S01BA","Corticosteroids, plain"
"12280056101",1085745,"A01AC","Corticosteroids for local oral treatment"
"12280056101",1085745,"C05AA","Corticosteroids"
"12280056101",1085745,"D07AB","Corticosteroids, moderately potent (group II)"
"12280056101",1085745,"D07XB","Corticosteroids, moderately potent, other combinations"
"12280056101",1085745,"H02AB","Glucocorticoids"
"12280056101",1085745,"R01AD","Corticosteroids"
"12280056101",1085745,"R03BA","Glucocorticoids"
"12280056101",1085745,"S01BA","Corticosteroids, plain"
"12280069901",197699,"D01AC","Imidazole and triazole derivatives"
"12280069901",197699,"J02AC","Triazole and tetrazole derivatives"
"12333002502",NA,NA,NA
"12333002511",NA,NA,NA
"12333051005",NA,NA,NA
"12333090270",NA,NA,NA
"12333090370",NA,NA,NA
"12333904801",NA,NA,NA
"12333911319",NA,NA,NA
"12333911419",NA,NA,NA
"12333914201",NA,NA,NA
"12333915301",241950,NA,NA
"12333916401",NA,NA,NA
"12333927519",NA,NA,NA
"12333947201",313820,"N02BE","Anilides"
"12333950907",NA,NA,NA
"12333995809",NA,NA,NA
"12333996901",NA,NA,NA
"12434303301",NA,NA,NA
"12441079710",204632,"B03AA","Iron bivalent, oral preparations"
"12441079710",204632,"B03AD","Iron in combination with folic acid"
"12463020701",NA,NA,NA
"12496030001",1996193,"N02AE","Oripavine derivatives"
"12496030001",1996193,"N07BC","Drugs used in opioid dependence"
"12496075701",205533,"N02AE","Oripavine derivatives"
"12496075701",205533,"N07BC","Drugs used in opioid dependence"
"12496120201",1010603,"N02AE","Oripavine derivatives"
"12496120201",1010603,"N07BC","Drugs used in opioid dependence"
"12496120201",1010603,"A06AH","Peripheral opioid receptor antagonists"
"12496120201",1010603,"V03AB","Antidotes"
"12496120203",1010603,"N02AE","Oripavine derivatives"
"12496120203",1010603,"N07BC","Drugs used in opioid dependence"
"12496120203",1010603,"A06AH","Peripheral opioid receptor antagonists"
"12496120203",1010603,"V03AB","Antidotes"
"12496120401",1307058,"N02AE","Oripavine derivatives"
"12496120401",1307058,"N07BC","Drugs used in opioid dependence"
"12496120401",1307058,"A06AH","Peripheral opioid receptor antagonists"
"12496120401",1307058,"V03AB","Antidotes"
"12496120403",1307058,"N02AE","Oripavine derivatives"
"12496120403",1307058,"N07BC","Drugs used in opioid dependence"
"12496120403",1307058,"A06AH","Peripheral opioid receptor antagonists"
"12496120403",1307058,"V03AB","Antidotes"
"12496120801",1010606,"N02AE","Oripavine derivatives"
"12496120801",1010606,"N07BC","Drugs used in opioid dependence"
"12496120801",1010606,"A06AH","Peripheral opioid receptor antagonists"
"12496120801",1010606,"V03AB","Antidotes"
"12496120803",1010606,"N02AE","Oripavine derivatives"
"12496120803",1010606,"N07BC","Drugs used in opioid dependence"
"12496120803",1010606,"A06AH","Peripheral opioid receptor antagonists"
"12496120803",1010606,"V03AB","Antidotes"
"12496121201",1307063,"N02AE","Oripavine derivatives"
"12496121201",1307063,"N07BC","Drugs used in opioid dependence"
"12496121201",1307063,"A06AH","Peripheral opioid receptor antagonists"
"12496121201",1307063,"V03AB","Antidotes"
"12496121203",1307063,"N02AE","Oripavine derivatives"
"12496121203",1307063,"N07BC","Drugs used in opioid dependence"
"12496121203",1307063,"A06AH","Peripheral opioid receptor antagonists"
"12496121203",1307063,"V03AB","Antidotes"
"12496127802",351264,"N02AE","Oripavine derivatives"
"12496127802",351264,"N07BC","Drugs used in opioid dependence"
"12496128302",1010606,"N02AE","Oripavine derivatives"
"12496128302",1010606,"N07BC","Drugs used in opioid dependence"
"12496128302",1010606,"A06AH","Peripheral opioid receptor antagonists"
"12496128302",1010606,"V03AB","Antidotes"
"12496130602",1010606,"N02AE","Oripavine derivatives"
"12496130602",1010606,"N07BC","Drugs used in opioid dependence"
"12496130602",1010606,"A06AH","Peripheral opioid receptor antagonists"
"12496130602",1010606,"V03AB","Antidotes"
"12496131002",351265,"N02AE","Oripavine derivatives"
"12496131002",351265,"N07BC","Drugs used in opioid dependence"
"12535001810",NA,NA,NA
"12535016610",313773,"A12CB","Zinc"
"12535016610",313773,"B05XA","Electrolyte solutions"
"12539002301",NA,NA,NA
"12539010601",1080761,NA,NA
"12539011501",NA,NA,NA
"12539012501",313786,"G01AD","Organic acids"
"12539012501",313786,"S02AA","Antiinfectives"
"12539012501",313786,"A01AC","Corticosteroids for local oral treatment"
"12539012501",313786,"A07EA","Corticosteroids acting locally"
"12539012501",313786,"C05AA","Corticosteroids"
"12539012501",313786,"D07AA","Corticosteroids, weak (group I)"
"12539012501",313786,"D07XA","Corticosteroids, weak, other combinations"
"12539012501",313786,"H02AB","Glucocorticoids"
"12539012501",313786,"S01BA","Corticosteroids, plain"
"12539012501",313786,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"12539012501",313786,"S02BA","Corticosteroids"
"12539014001",204423,"A01AC","Corticosteroids for local oral treatment"
"12539014001",204423,"A07EA","Corticosteroids acting locally"
"12539014001",204423,"C05AA","Corticosteroids"
"12539014001",204423,"D07AA","Corticosteroids, weak (group I)"
"12539014001",204423,"D07XA","Corticosteroids, weak, other combinations"
"12539014001",204423,"H02AB","Glucocorticoids"
"12539014001",204423,"S01BA","Corticosteroids, plain"
"12539014001",204423,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"12539014001",204423,"S02BA","Corticosteroids"
"12539014001",204423,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"12539014001",204423,"A07AA","Antibiotics"
"12539014001",204423,"B05CA","Antiinfectives"
"12539014001",204423,"D06AX","Other antibiotics for topical use"
"12539014001",204423,"J01GB","Other aminoglycosides"
"12539014001",204423,"R02AB","Antibiotics"
"12539014001",204423,"S01AA","Antibiotics"
"12539014001",204423,"S02AA","Antiinfectives"
"12539014001",204423,"S03AA","Antiinfectives"
"12539014001",204423,"A07AA","Antibiotics"
"12539014001",204423,"J01XB","Polymyxins"
"12539014001",204423,"S01AA","Antibiotics"
"12539014001",204423,"S02AA","Antiinfectives"
"12539014001",204423,"S03AA","Antiinfectives"
"12539014401",1087457,"A03BA","Belladonna alkaloids, tertiary amines"
"12539014401",1087457,"G04BX","Other urologicals"
"12539014401",1087457,"J01XX","Other antibacterials"
"12539014401",1087457,"V03AB","Antidotes"
"12539014401",1087457,"V04CG","Tests for gastric secretion"
"12539022615",1294255,"D08AE","Phenol and derivatives"
"12539022615",1294255,"C05AD","Local anesthetics"
"12539022615",1294255,"D04AB","Anesthetics for topical use"
"12539022615",1294255,"A01AC","Corticosteroids for local oral treatment"
"12539022615",1294255,"A07EA","Corticosteroids acting locally"
"12539022615",1294255,"C05AA","Corticosteroids"
"12539022615",1294255,"D07AA","Corticosteroids, weak (group I)"
"12539022615",1294255,"D07XA","Corticosteroids, weak, other combinations"
"12539022615",1294255,"H02AB","Glucocorticoids"
"12539022615",1294255,"S01BA","Corticosteroids, plain"
"12539022615",1294255,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"12539022615",1294255,"S02BA","Corticosteroids"
"12539031515",1047895,"A03BA","Belladonna alkaloids, tertiary amines"
"12539035005",1074965,NA,NA
"12539035050",210063,NA,NA
"12539037530",443466,NA,NA
"12539050001",1082507,NA,NA
"12539053301",1076824,NA,NA
"12539086560",1072393,NA,NA
"12546062380",NA,NA,NA
"12546065263",212469,NA,NA
"12547002503",799793,NA,NA
"12547006573",NA,NA,NA
"12547015012",260192,"A01AC","Corticosteroids for local oral treatment"
"12547015012",260192,"A07EA","Corticosteroids acting locally"
"12547015012",260192,"C05AA","Corticosteroids"
"12547015012",260192,"D07AA","Corticosteroids, weak (group I)"
"12547015012",260192,"D07XA","Corticosteroids, weak, other combinations"
"12547015012",260192,"H02AB","Glucocorticoids"
"12547015012",260192,"S01BA","Corticosteroids, plain"
"12547015012",260192,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"12547015012",260192,"S02BA","Corticosteroids"
"12547015024",603933,NA,NA
"12547015040",1247709,NA,NA
"12547017103",877061,NA,NA
"12547017140",1294591,"D04AA","Antihistamines for topical use"
"12547017140",1294591,"R06AA","Aminoalkyl ethers"
"12547017140",1294591,"A16AX","Various alimentary tract and metabolism products"
"12547018114",895820,NA,NA
"12547022732",1308535,"R05CA","Expectorants"
"12547022732",1308535,"C01CA","Adrenergic and dopaminergic agents"
"12547022732",1308535,"R01AA","Sympathomimetics, plain"
"12547022732",1308535,"R01AB","Sympathomimetics, combinations excl. corticosteroids"
"12547022732",1308535,"R01BA","Sympathomimetics"
"12547022732",1308535,"S01FB","Sympathomimetics excl. antiglaucoma preparations"
"12547022732",1308535,"S01GA","Sympathomimetics used as decongestants"
"12547023772",NA,NA,NA
"12547030429",996520,"R05DA","Opium alkaloids and derivatives"
"12547030429",996520,"R05CA","Expectorants"
"12547041002",NA,NA,NA
"12547041022",NA,NA,NA
"12593004090",746319,NA,NA
"12593004790",1087256,"B03BA","Vitamin B12 (cyanocobalamin and analogues)"
"12593004790",1087256,"B03BB","Folic acid and derivatives"
"12593004790",1087256,"V04CX","Other diagnostic agents"
"12634015701",198832,"P01BC","Methanolquinolines"
"12634022301",310322,"B03AA","Iron bivalent, oral preparations"
"12634022301",310322,"B03AD","Iron in combination with folic acid"
"12634034401",313656,"A11CA","Vitamin A, plain"
"12634034401",313656,"D10AD","Retinoids for topical use in acne"
"12634034401",313656,"R01AX","Other nasal preparations"
"12634034401",313656,"S01XA","Other ophthalmologicals"
"12830071401",996738,"R05DA","Opium alkaloids and derivatives"
"12830071401",996738,"R05CA","Expectorants"
"12830071716",995440,"R05DA","Opium alkaloids and derivatives"
"12830071716",995440,"R05CA","Expectorants"
"12830082401",731376,NA,NA
"12830084001",1048959,NA,NA
"12843010960",243670,"A01AD","Other agents for local oral treatment"
"12843010960",243670,"B01AC","Platelet aggregation inhibitors excl. heparin"
"12843010960",243670,"N02BA","Salicylic acid and derivatives"
"12843012406",1084180,NA,NA
"12843017144",1101754,"A01AD","Other agents for local oral treatment"
"12843017144",1101754,"B01AC","Platelet aggregation inhibitors excl. heparin"
"12843017144",1101754,"N02BA","Salicylic acid and derivatives"
"12843017144",1101754,"N02BE","Anilides"
"12843017144",1101754,"D11AX","Other dermatologicals"
"12843017144",1101754,"N06BC","Xanthine derivatives"
"12843019172",NA,NA,NA
"12843034710",845652,"A02AA","Magnesium compounds"
"12843034710",845652,"G04BX","Other urologicals"
"12843037319",1141453,NA,NA
"12843050090",1722695,"A01AD","Other agents for local oral treatment"
"12843050090",1722695,"B01AC","Platelet aggregation inhibitors excl. heparin"
"12843050090",1722695,"N02BA","Salicylic acid and derivatives"
"12843050090",1722695,"A02AC","Calcium compounds"
"12843050090",1722695,"A12AA","Calcium"
"12843060257",199169,"M01AE","Propionic acid derivatives"
"12843060257",199169,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"12870000102",1117536,"D08AL","Silver compounds"
"12908142001",892251,"H03AA","Thyroid hormones"
"12934001428",NA,NA,NA
"12934002008",NA,NA,NA
"12934010773",NA,NA,NA
"12934010780",NA,NA,NA
"12934011431",NA,NA,NA
"12934011820",NA,NA,NA
"12934061867",NA,NA,NA
"12939020410",310687,"A01AC","Corticosteroids for local oral treatment"
"12939020410",310687,"A07EA","Corticosteroids acting locally"
"12939020410",310687,"C05AA","Corticosteroids"
"12939020410",310687,"D07AA","Corticosteroids, weak (group I)"
"12939020410",310687,"D07XA","Corticosteroids, weak, other combinations"
"12939020410",310687,"H02AB","Glucocorticoids"
"12939020410",310687,"S01BA","Corticosteroids, plain"
"12939020410",310687,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"12939020410",310687,"S02BA","Corticosteroids"
"12939020410",310687,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"12939020410",310687,"A07AA","Antibiotics"
"12939020410",310687,"B05CA","Antiinfectives"
"12939020410",310687,"D06AX","Other antibiotics for topical use"
"12939020410",310687,"J01GB","Other aminoglycosides"
"12939020410",310687,"R02AB","Antibiotics"
"12939020410",310687,"S01AA","Antibiotics"
"12939020410",310687,"S02AA","Antiinfectives"
"12939020410",310687,"S03AA","Antiinfectives"
"12939020410",310687,"A07AA","Antibiotics"
"12939020410",310687,"J01XB","Polymyxins"
"12939020410",310687,"S01AA","Antibiotics"
"12939020410",310687,"S02AA","Antiinfectives"
"12939020410",310687,"S03AA","Antiinfectives"
"12939030541",999799,"B03BA","Vitamin B12 (cyanocobalamin and analogues)"
"12939030541",999799,"A11GA","Ascorbic acid (vitamin C), plain"
"12939030541",999799,"G01AD","Organic acids"
"12939030541",999799,"S01XA","Other ophthalmologicals"
"12939030541",999799,"B03AA","Iron bivalent, oral preparations"
"12939030541",999799,"B03AD","Iron in combination with folic acid"
"12939030541",999799,"B03BB","Folic acid and derivatives"
"12939030541",999799,"V04CX","Other diagnostic agents"
"12939031530",351669,NA,NA
"12939034616",1047881,"A03BA","Belladonna alkaloids, tertiary amines"
"12939050408",724781,NA,NA
"12939051412",1084322,NA,NA
"12939092010",313773,"A12CB","Zinc"
"12939092010",313773,"B05XA","Electrolyte solutions"
"12939099831",1083543,NA,NA
"12948000112",905379,"C02DB","Hydrazinophthalazine derivatives"
"12948000112",905379,"C01DA","Organic nitrates"
"12948000112",905379,"C05AE","Muscle relaxants"
"13107000105",476809,"N06AX","Other antidepressants"
"13107000130",476809,"N06AX","Other antidepressants"
"13107000305",314111,"N06AX","Other antidepressants"
"13107001401",197738,"D11AA","Antihidrotics"
"13107003105",311725,"N06AX","Other antidepressants"
"13107003205",311726,"N06AX","Other antidepressants"
"13107005605",833528,"C01BD","Antiarrhythmics, class III"
"13107006801",541878,"N06BA","Centrally acting sympathomimetics"
"13107006801",541878,"N06BA","Centrally acting sympathomimetics"
"13107007001",541892,"N06BA","Centrally acting sympathomimetics"
"13107007001",541892,"N06BA","Centrally acting sympathomimetics"
"13107007201",577957,"N06BA","Centrally acting sympathomimetics"
"13107007201",577957,"N06BA","Centrally acting sympathomimetics"
"13107007301",577961,"N06BA","Centrally acting sympathomimetics"
"13107007301",577961,"N06BA","Centrally acting sympathomimetics"
"13107007401",541363,"N06BA","Centrally acting sympathomimetics"
"13107007401",541363,"N06BA","Centrally acting sympathomimetics"
"13107010701",897696,"N02AA","Natural opium alkaloids"
"13107010901",897710,"N02AA","Natural opium alkaloids"
"13107011630",616541,"B05CB","Salt solutions"
"13107011630",616541,"B05XA","Electrolyte solutions"
"13107011630",616541,"A02BC","Proton pump inhibitors"
"13107011905",312828,"N05AX","Other antipsychotics"
"13107012005",312829,"N05AX","Other antipsychotics"
"13107012205",312831,"N05AX","Other antipsychotics"
"13107012305",312832,"N05AX","Other antipsychotics"
"13107015405",1738483,"N06AB","Selective serotonin reuptake inhibitors"
"13107015605",1738503,"N06AB","Selective serotonin reuptake inhibitors"
"13107019630",979492,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13143030231",1741570,NA,NA
"13143035726",1809035,NA,NA
"13279010430",581753,"B06AA","Enzymes"
"13279010430",581753,"D03BA","Proteolytic enzymes"
"13279010430",581753,"A06AB","Contact laxatives"
"13279060110",359542,"B03BA","Vitamin B12 (cyanocobalamin and analogues)"
"13279060110",359542,"B03BB","Folic acid and derivatives"
"13279060110",359542,"V04CX","Other diagnostic agents"
"13310010107",860888,"C10AB","Fibrates"
"13310010207",860884,"C10AB","Fibrates"
"13310011907",858071,"M04AC","Preparations with no effect on uric acid metabolism"
"13310015307",997012,"P01BC","Methanolquinolines"
"13349001020",1188602,NA,NA
"13349001022",1116511,"A11CC","Vitamin D and analogues"
"13349001023",1116514,"A11CC","Vitamin D and analogues"
"13349001029",1150291,"B03BA","Vitamin B12 (cyanocobalamin and analogues)"
"13349001029",1150291,"B03BB","Folic acid and derivatives"
"13349001029",1150291,"V04CX","Other diagnostic agents"
"13349001038",1149448,NA,NA
"13349001047",1371219,NA,NA
"13349001048",1538610,NA,NA
"13436070001",1870230,"A01AD","Other agents for local oral treatment"
"13436070001",1870230,"B02BC","Local hemostatics"
"13436070001",1870230,"C01CA","Adrenergic and dopaminergic agents"
"13436070001",1870230,"R01AA","Sympathomimetics, plain"
"13436070001",1870230,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"13436070001",1870230,"S01EA","Sympathomimetics in glaucoma therapy"
"13436070101",1870225,"A01AD","Other agents for local oral treatment"
"13436070101",1870225,"B02BC","Local hemostatics"
"13436070101",1870225,"C01CA","Adrenergic and dopaminergic agents"
"13436070101",1870225,"R01AA","Sympathomimetics, plain"
"13436070101",1870225,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"13436070101",1870225,"S01EA","Sympathomimetics in glaucoma therapy"
"13453010011",1317146,NA,NA
"13478000201",831393,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"13478000201",831393,"A07AC","Imidazole derivatives"
"13478000201",831393,"D01AC","Imidazole and triazole derivatives"
"13478000201",831393,"G01AF","Imidazole derivatives"
"13478000201",831393,"J02AB","Imidazole derivatives"
"13478000201",831393,"S02AA","Antiinfectives"
"13478000301",664961,"D01AC","Imidazole and triazole derivatives"
"13478000301",664961,"G01AF","Imidazole derivatives"
"13478000301",664961,"H02CA","Anticorticosteroids"
"13478000301",664961,"J02AB","Imidazole derivatives"
"13517010030",197593,"C02DA","Thiazide derivatives"
"13517010030",197593,"V03AH","Drugs for treatment of hypoglycemia"
"13517011001",198086,"N03AA","Barbiturates and derivatives"
"13517011101",199167,"N03AA","Barbiturates and derivatives"
"13517011201",199168,"N03AA","Barbiturates and derivatives"
"13517011301",199164,"N03AA","Barbiturates and derivatives"
"13517013001",1234871,"N02BE","Anilides"
"13517013001",1234871,"D11AX","Other dermatologicals"
"13517013001",1234871,"N06BC","Xanthine derivatives"
"13517013001",1234871,"N02AA","Natural opium alkaloids"
"13517013101",746686,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"13517013101",746686,"J01AA","Tetracyclines"
"13533033504",1809034,NA,NA
"13533060130",1661220,"B02AB","Proteinase inhibitors"
"13533060135",1661220,"B02AB","Proteinase inhibitors"
"13533060320",1659991,"B01AB","Heparin group"
"13533061803",1652834,"J06BB","Specific immunoglobulins"
"13533061810",1652834,"J06BB","Specific immunoglobulins"
"13533063102",898578,"J06BB","Specific immunoglobulins"
"13533063402",1087395,"J06BB","Specific immunoglobulins"
"13533063504",1809034,NA,NA
"13533063603",825159,"J06BB","Specific immunoglobulins"
"13533064520",1809584,NA,NA
"13533070310",1661220,"B02AB","Proteinase inhibitors"
"13533080012",1809580,NA,NA
"13533080020",1809578,NA,NA
"13533080024",1809583,NA,NA
"13533080071",1809582,NA,NA
"13548003025",206213,NA,NA
"13548003115",206048,"D07AB","Corticosteroids, moderately potent (group II)"
"13548004006",1006110,"D10AF","Antiinfectives for treatment of acne"
"13548004006",1006110,"S01AB","Sulfonamides"
"13548007045",749329,"D10AD","Retinoids for topical use in acne"
"13548007045",749329,"L01XF","Retinoids for cancer treatment"
"13548063840",855687,"D10AD","Retinoids for topical use in acne"
"13548063840",855687,"L01XF","Retinoids for cancer treatment"
"13551021001",1483319,"A02BC","Proton pump inhibitors"
"13551080105",856942,"N02BE","Anilides"
"13551080105",856942,"R05DA","Opium alkaloids and derivatives"
"13551090301",1736224,NA,NA
"13613010160",637211,NA,NA
"13613023004",630838,NA,NA
"13632012301",644304,"L02BA","Anti-estrogens"
"13668000401",312940,"N06AB","Selective serotonin reuptake inhibitors"
"13668000501",312941,"N06AB","Selective serotonin reuptake inhibitors"
"13668000601",312938,"N06AB","Selective serotonin reuptake inhibitors"
"13668000701",854876,"N05CF","Benzodiazepine related drugs"
"13668001405",311288,"N03AX","Other antiepileptics"
"13668001605",311290,"N03AX","Other antiepileptics"
"13668001705",387003,"N03AX","Other antiepileptics"
"13668001801",313583,"N06AX","Other antidepressants"
"13668001901",313585,"N06AX","Other antidepressants"
"13668002001",313581,"N06AX","Other antidepressants"
"13668002101",861132,"G04CA","Alpha-adrenoreceptor antagonists"
"13668003401",199890,"N03AX","Other antiepileptics"
"13668004501",282401,"N03AX","Other antiepileptics"
"13668004701",198427,"N03AX","Other antiepileptics"
"13668004801",198428,"N03AX","Other antiepileptics"
"13668004901",198429,"N03AX","Other antiepileptics"
"13668006730",349483,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668006890",349199,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668007905",311759,"R03DC","Leukotriene receptor antagonists"
"13668008005",242438,"R03DC","Leukotriene receptor antagonists"
"13668008030",242438,"R03DC","Leukotriene receptor antagonists"
"13668008105",200224,"R03DC","Leukotriene receptor antagonists"
"13668008201",199884,"J01MA","Fluoroquinolones"
"13668008201",199884,"S01AE","Fluoroquinolones"
"13668008401",311296,"J01MA","Fluoroquinolones"
"13668008401",311296,"S01AE","Fluoroquinolones"
"13668008630",314155,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668008830",312076,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668008930",351107,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668009030",351108,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668009105",859033,"N04BC","Dopamine agonists"
"13668009205",859040,"N04BC","Dopamine agonists"
"13668009290",859040,"N04BC","Dopamine agonists"
"13668009305",859044,"N04BC","Dopamine agonists"
"13668009405",859052,"N04BC","Dopamine agonists"
"13668009490",859052,"N04BC","Dopamine agonists"
"13668009505",859048,"N04BC","Dopamine agonists"
"13668009605",251872,"A02BC","Proton pump inhibitors"
"13668009705",314200,"A02BC","Proton pump inhibitors"
"13668010401",317110,"C01DA","Organic nitrates"
"13668010601",311196,"C01DA","Organic nitrates"
"13668010705",854868,"A02BC","Proton pump inhibitors"
"13668011710",979464,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668011710",979464,"C03AA","Thiazides, plain"
"13668011810",979471,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
"13668011810",979471,"C03AA","Thiazides, plain"
"13668011905",312440,"A10BG","Thiazolidinediones"
"13668012005",312441,"A10BG","Thiazolidinediones"
"13668013201",402698,"C08CA","Dihydropyridine derivatives"
"13668013301",402696,"C08CA","Dihydropyridine derivatives"
"13668013401",402695,"C08CA","Dihydropyridine derivatives"
"13668014105",309362,"B01AC","Platelet aggregation inhibitors excl. heparin"
"13668014901",616487,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668015101",317174,"N05AH","Diazepines, oxazepines, thiazepines and oxepines"
"13668015590",606730,"A02BC","Proton pump inhibitors"
"13668015630",282755,"C09CA","Angiotensin II receptor blockers (ARBs), plain"
